N,P,K,temperature,humidity,ph,rainfall,label
22.27,45.62,20.69,26.72,87.41,6.72,47.83,mungbean
20.93,45.03,16.87,29.97,85.0,6.1,44.58,mungbean
18.89,45.57,19.12,28.25,85.34,6.66,52.97,mungbean
20.92,45.73,19.95,28.75,85.74,6.37,50.28,mungbean
40.21,61.51,18.42,28.67,68.55,6.96,70.01,blackgram
42.53,65.07,19.29,29.26,66.51,7.27,62.81,blackgram
38.31,66.59,19.67,29.64,66.08,7.43,71.59,blackgram
41.09,74.42,18.24,29.2,65.46,7.31,68.2,blackgram
40.4,69.89,19.05,31.46,64.52,6.95,66.88,blackgram
40.53,63.46,15.27,29.13,67.34,7.17,67.76,blackgram
42.54,69.65,18.01,29.4,65.27,6.84,67.9,blackgram
41.46,62.74,19.68,30.08,61.16,7.21,63.29,blackgram
40.58,71.68,17.53,28.82,62.82,7.19,72.07,blackgram
36.69,66.4,19.09,29.55,64.64,6.73,68.11,blackgram
38.08,67.68,19.67,30.18,65.6,6.87,69.2,blackgram
39.75,72.51,18.49,29.6,64.89,7.04,70.59,blackgram
40.19,63.62,19.26,29.82,67.38,7.04,65.22,blackgram
37.74,63.25,17.56,29.43,61.2,6.86,69.29,blackgram
44.82,66.02,18.69,28.54,65.28,7.18,67.27,blackgram
43.03,71.53,19.92,30.19,61.45,7.15,70.3,blackgram
41.2,62.83,19.24,31.47,66.48,7.06,62.21,blackgram
40.14,58.37,18.12,29.92,64.82,6.95,67.73,blackgram
39.58,66.47,19.34,30.1,65.82,7.31,66.36,blackgram
38.1,69.88,20.07,30.52,63.32,7.43,69.18,blackgram
40.15,72.08,15.93,28.76,67.49,7.0,69.28,blackgram
40.52,66.43,20.74,31.43,67.03,6.98,66.08,blackgram
37.52,66.6,18.5,30.08,66.14,7.2,66.06,blackgram
40.67,71.92,19.64,31.36,64.75,7.03,67.7,blackgram
39.69,61.64,20.8,29.24,66.13,7.07,65.56,blackgram
20.26,65.44,19.28,23.71,65.97,7.17,46.85,lentil
18.45,63.01,19.64,23.82,65.38,7.13,43.66,lentil
14.64,66.3,19.33,25.5,66.04,6.93,46.54,lentil
18.44,71.32,20.92,25.12,66.86,6.92,43.44,lentil
17.44,69.75,17.57,24.47,65.51,7.01,48.75,lentil
16.55,71.33,17.98,24.17,65.09,6.73,48.65,lentil
17.14,69.78,17.84,22.88,63.09,6.91,47.33,lentil
19.16,64.25,20.25,23.64,63.42,6.47,46.9,lentil
20.99,66.88,20.35,26.03,67.11,7.08,50.4,lentil
19.47,65.35,19.68,23.48,67.59,6.59,46.0,lentil
18.09,72.52,20.78,24.65,64.34,7.2,43.05,lentil
19.68,63.93,17.23,25.31,64.89,6.83,47.12,lentil
18.31,71.04,21.5,23.5,63.04,6.86,51.22,lentil
17.96,71.04,21.28,24.65,67.08,6.77,43.46,lentil
17.27,74.22,20.1,25.25,66.09,6.84,45.1,lentil
16.37,66.61,21.67,24.51,68.57,7.18,47.04,lentil
18.42,70.42,16.52,26.79,63.09,6.4,45.87,lentil
19.24,75.76,18.21,23.17,64.07,7.16,43.54,lentil
18.86,65.9,17.9,25.35,65.25,6.97,48.8,lentil
18.38,62.78,20.08,24.36,66.06,6.66,51.8,lentil
17.58,61.61,17.42,25.12,64.38,6.68,46.49,lentil
19.91,70.42,20.14,24.85,63.1,7.24,43.74,lentil
17.02,61.6,21.06,23.91,66.51,6.71,42.13,lentil
20.16,66.73,20.04,24.68,66.2,6.67,46.64,lentil
17.5,69.49,19.43,23.01,63.02,7.13,48.76,lentil
38.9,60.39,39.85,25.39,67.07,6.4,87.27,soybean
38.0,60.94,41.41,25.46,65.49,6.25,95.6,soybean
36.88,63.33,39.97,25.16,67.7,6.47,84.25,soybean
35.92,62.24,43.06,24.92,65.87,6.39,96.25,soybean
39.59,60.16,40.47,25.35,67.15,5.91,97.1,soybean
39.74,61.49,46.55,22.97,65.91,6.91,90.89,soybean
35.06,62.24,44.5,25.55,67.63,6.72,82.42,soybean
41.02,55.4,42.45,25.1,66.02,6.42,90.67,soybean
39.09,63.42,44.16,24.82,64.81,6.5,91.76,soybean
40.66,58.96,44.32,26.64,69.43,6.27,88.28,soybean
35.45,58.42,40.82,24.46,66.73,6.84,90.1,soybean
35.4,56.77,40.29,24.68,66.12,6.88,97.63,soybean
37.72,56.44,42.16,26.59,62.51,6.53,94.45,soybean
38.96,57.8,43.81,24.33,62.49,6.7,88.6,soybean
41.41,59.8,42.29,24.56,65.57,6.54,86.12,soybean
39.34,68.06,38.69,24.88,65.28,6.23,90.8,soybean
37.54,60.37,40.31,25.67,63.8,6.42,91.21,soybean
36.05,62.55,41.84,25.17,65.27,6.53,93.83,soybean
40.34,63.24,41.84,23.97,68.1,6.41,90.03,soybean
36.17,62.41,46.14,24.57,66.36,6.46,93.88,soybean
41.09,61.76,39.09,24.51,62.78,6.48,99.12,soybean
37.46,58.29,43.06,24.94,64.78,6.48,95.0,soybean
41.02,66.5,45.13,25.34,63.43,6.51,91.82,soybean
39.29,67.6,46.77,25.33,64.24,6.29,91.33,soybean
37.74,56.78,41.15,23.58,64.19,6.36,90.69,soybean
26.77,42.36,29.2,27.74,58.52,6.21,76.22,cowpea
24.06,44.55,27.65,26.81,58.71,6.23,76.65,cowpea
25.07,49.65,30.52,26.97,63.69,6.55,76.33,cowpea
25.08,40.88,33.77,26.83,60.0,6.09,72.52,cowpea
24.25,42.63,27.24,26.62,61.41,6.27,75.45,cowpea
22.94,48.37,29.95,29.25,58.58,6.52,76.09,cowpea
25.48,49.18,30.96,28.6,58.6,6.27,75.02,cowpea
24.91,44.77,30.18,29.08,61.95,6.35,68.74,cowpea
25.75,42.21,29.83,26.49,57.57,6.55,75.48,cowpea
24.2,49.72,28.05,27.56,59.25,6.48,81.64,cowpea
26.83,48.59,30.35,26.43,60.06,6.45,73.92,cowpea
23.68,46.53,28.86,26.93,60.2,6.33,72.82,cowpea
27.57,43.17,26.72,26.74,59.68,6.47,76.12,cowpea
22.38,44.89,31.79,28.52,60.71,6.38,75.94,cowpea
25.65,44.64,31.44,27.17,61.25,6.49,78.58,cowpea
25.71,45.74,30.08,28.38,61.32,6.3,71.23,cowpea
23.81,48.26,30.34,28.0,58.23,6.36,77.19,cowpea
25.64,46.98,31.61,29.4,59.49,6.2,76.77,cowpea
26.92,42.58,30.34,26.28,62.15,6.39,74.57,cowpea
21.67,48.1,31.36,28.54,61.61,6.24,76.02,cowpea
25.75,45.7,29.55,28.45,57.53,6.18,78.09,cowpea
21.26,46.55,31.97,26.7,60.63,6.45,77.62,cowpea
23.55,48.3,30.48,28.33,56.44,6.44,71.57,cowpea
27.44,42.5,30.29,27.78,60.08,6.56,77.46,cowpea
24.13,44.92,28.09,27.31,63.42,6.31,74.81,cowpea
30.11,57.93,41.17,17.53,62.88,6.72,88.98,faba_bean
30.11,58.99,40.99,18.26,58.59,6.68,81.0,faba_bean
29.77,52.48,42.14,19.0,59.72,6.76,86.66,faba_bean
31.79,52.7,37.6,17.64,58.14,7.03,89.02,faba_bean
29.87,54.61,35.37,17.45,61.84,6.82,86.64,faba_bean
28.32,55.85,41.72,16.42,61.72,7.1,84.31,faba_bean
29.41,53.56,38.34,18.08,61.39,7.01,83.2,faba_bean
30.27,58.72,35.96,19.63,60.06,6.61,88.52,faba_bean
31.84,56.17,40.29,18.22,59.82,7.13,80.16,faba_bean
30.9,55.11,41.59,17.98,62.86,7.16,81.7,faba_bean
28.72,51.05,39.76,18.26,60.98,6.8,83.65,faba_bean
33.73,51.38,39.08,17.99,62.59,7.08,89.21,faba_bean
30.4,55.77,39.68,17.35,60.35,6.83,86.29,faba_bean
31.91,49.14,39.26,18.66,62.34,7.02,81.71,faba_bean
29.77,57.78,37.3,18.18,64.42,6.75,83.94,faba_bean
30.8,54.57,38.57,18.01,63.09,6.64,82.91,faba_bean
31.26,63.92,41.04,17.22,61.23,6.92,82.59,faba_bean
31.83,61.35,40.64,19.04,62.48,6.98,88.33,faba_bean
31.59,54.5,40.34,18.53,61.55,6.92,80.34,faba_bean
31.31,54.71,38.01,17.56,62.01,6.76,90.47,faba_bean
29.53,57.74,39.64,18.8,61.39,6.92,87.82,faba_bean
29.14,59.68,35.65,17.6,61.69,7.05,88.71,faba_bean
30.5,50.5,40.36,17.37,62.39,6.99,83.43,faba_bean
31.4,50.09,42.86,17.39,60.15,7.04,84.49,faba_bean
29.67,53.29,37.05,16.58,60.11,6.87,80.13,faba_bean
34.08,55.1,36.94,16.23,66.0,6.84,59.84,green_pea
35.86,54.47,37.75,17.27,63.37,6.9,61.92,green_pea
37.27,52.63,41.17,16.87,69.26,7.09,62.05,green_pea
33.06,48.01,36.21,15.56,66.11,6.91,63.18,green_pea
34.36,51.49,41.07,16.64,63.87,6.59,58.58,green_pea
34.74,52.78,37.39,17.04,63.81,7.07,63.48,green_pea
32.56,52.46,40.52,17.72,64.82,7.13,55.24,green_pea
36.03,47.21,35.33,17.21,64.53,7.43,60.43,green_pea
33.73,49.69,39.11,17.11,67.18,6.58,60.78,green_pea
34.66,51.83,36.6,16.55,65.36,6.85,63.58,green_pea
34.21,53.39,35.31,16.81,63.57,6.38,62.06,green_pea
33.62,46.29,38.42,17.5,68.69,6.91,58.49,green_pea
34.99,51.58,39.92,15.43,65.1,6.69,59.54,green_pea
34.62,52.37,36.39,16.22,66.5,7.18,62.5,green_pea
34.35,54.21,35.15,15.88,63.81,6.65,61.8,green_pea
33.73,53.8,37.83,16.8,65.71,6.46,60.55,green_pea
35.56,53.51,37.83,17.48,65.61,6.71,60.8,green_pea
37.89,49.92,39.04,16.02,61.32,6.4,63.74,green_pea
35.24,47.04,39.8,14.59,68.93,6.95,60.71,green_pea
36.74,50.98,37.89,16.17,67.52,6.39,61.78,green_pea
32.57,54.6,41.53,17.23,64.23,6.81,67.42,green_pea
35.28,55.62,38.43,16.93,62.85,6.38,58.44,green_pea
33.08,53.85,37.34,16.84,65.68,6.74,57.37,green_pea
32.42,53.12,34.94,16.28,65.17,7.13,63.96,green_pea
33.71,52.99,37.5,15.48,65.69,6.87,60.3,green_pea
61.01,30.82,50.28,25.59,78.82,6.29,191.7,litchi
59.58,32.29,49.09,26.17,79.35,6.53,187.93,litchi
61.19,32.74,44.98,27.89,85.9,6.32,190.31,litchi
66.96,32.31,49.03,27.51,79.7,6.15,201.64,litchi
64.49,30.37,49.24,26.75,85.55,6.5,185.42,litchi
64.67,32.33,51.58,27.0,80.91,6.26,190.09,litchi
57.61,34.34,48.25,26.56,81.51,6.41,184.17,litchi
58.43,32.72,54.2,27.89,84.12,6.2,181.64,litchi
53.2,33.54,45.22,26.64,84.61,6.17,183.6,litchi
59.49,31.62,53.28,26.99,81.23,6.32,184.4,litchi
64.97,33.2,49.44,27.72,80.55,6.3,190.7,litchi
63.6,32.45,52.15,26.17,81.36,6.4,205.67,litchi
61.31,30.48,50.2,28.05,82.33,6.25,182.62,litchi
61.93,32.51,52.85,25.57,83.68,5.93,184.87,litchi
59.86,30.41,49.03,28.11,81.51,6.21,187.53,litchi
62.63,30.99,47.25,26.5,83.01,6.46,190.98,litchi
64.37,32.3,53.55,26.6,85.51,6.24,189.98,litchi
56.99,32.48,49.72,25.28,82.43,6.25,197.66,litchi
62.93,30.1,50.55,26.43,82.26,6.5,169.75,litchi
64.89,33.69,53.09,25.96,77.79,6.16,170.05,litchi
60.71,32.92,47.42,26.31,75.07,5.99,184.27,litchi
64.17,30.87,51.49,26.69,82.45,6.27,196.25,litchi
70.73,29.54,48.53,27.57,81.27,6.2,176.23,litchi
61.68,31.77,49.67,26.97,80.24,6.11,165.38,litchi
63.22,31.29,50.18,27.05,82.1,6.26,192.3,litchi
20.37,27.78,31.61,31.11,49.56,6.01,86.99,mango
18.36,29.8,30.32,30.64,48.14,5.68,94.88,mango
18.52,27.63,30.31,30.3,48.73,5.98,93.76,mango
18.55,27.41,28.36,31.14,51.26,6.14,88.36,mango
20.17,27.01,30.35,31.54,48.23,5.72,96.23,mango
19.06,24.64,31.55,33.16,47.79,5.94,97.41,mango
20.74,29.03,28.75,29.78,49.25,5.57,95.56,mango
15.72,26.08,32.14,32.29,51.3,5.95,93.47,mango
18.71,27.76,29.86,32.11,49.9,5.84,96.94,mango
18.31,24.66,28.67,30.47,49.5,5.89,97.28,mango
19.62,25.23,31.5,31.39,50.27,5.67,95.86,mango
19.19,29.15,29.57,30.77,47.57,5.47,91.58,mango
21.2,26.48,31.14,31.37,50.95,5.9,95.75,mango
17.21,29.18,29.56,32.61,50.78,5.39,99.23,mango
20.07,26.88,29.91,31.77,49.58,5.74,92.44,mango
20.84,24.24,30.74,31.68,51.71,5.99,102.65,mango
22.78,28.34,30.44,30.8,48.5,5.84,92.71,mango
19.28,26.12,27.01,29.81,51.9,6.19,94.82,mango
20.49,28.05,28.32,31.0,50.43,6.01,92.15,mango
17.29,27.04,31.39,32.33,49.69,5.67,95.55,mango
16.41,24.69,29.8,29.77,50.17,5.81,88.1,mango
21.27,27.25,29.21,30.21,50.04,5.79,92.63,mango
19.99,30.29,27.96,31.32,52.04,5.48,90.56,mango
21.77,27.74,28.38,30.28,48.58,5.61,95.21,mango
17.94,26.91,26.97,30.46,49.05,5.69,98.47,mango
102.2,17.73,47.17,25.2,86.51,6.31,53.66,watermelon
87.26,18.61,50.88,25.2,84.02,6.23,47.33,watermelon
109.11,15.68,47.89,26.52,87.13,6.18,52.71,watermelon
100.46,17.52,50.26,25.84,81.64,6.58,50.67,watermelon
95.16,16.81,48.79,26.61,87.89,6.46,49.42,watermelon
99.78,18.27,45.55,25.83,82.15,6.58,51.22,watermelon
99.87,16.83,44.42,24.67,85.93,6.64,53.16,watermelon
95.7,16.42,50.57,24.53,83.04,6.55,52.05,watermelon
99.98,17.81,48.6,24.36,86.61,6.63,48.6,watermelon
95.99,18.31,48.62,26.13,85.11,6.49,52.66,watermelon
97.0,16.0,51.74,26.55,81.12,6.26,49.21,watermelon
95.6,16.91,52.93,27.08,86.28,6.71,51.34,watermelon
91.91,15.41,49.32,26.27,83.72,6.38,50.04,watermelon
99.72,13.25,49.15,26.53,87.45,6.31,50.25,watermelon
101.9,17.3,51.25,25.14,85.2,6.46,52.72,watermelon
101.55,17.91,46.61,24.67,86.21,6.32,48.2,watermelon
103.06,17.39,50.56,26.28,82.75,6.42,55.66,watermelon
100.61,14.08,51.38,25.93,83.69,6.57,46.25,watermelon
96.36,16.47,51.7,25.69,84.03,6.57,49.31,watermelon
103.16,13.67,45.16,25.91,87.39,6.32,51.73,watermelon
92.28,19.05,48.1,25.86,89.49,6.4,52.26,watermelon
94.54,15.37,47.8,26.63,83.14,6.71,50.55,watermelon
94.23,18.88,50.25,26.64,87.95,6.6,50.66,watermelon
104.35,18.42,51.2,26.04,79.65,6.92,51.83,watermelon
103.67,15.65,53.74,26.28,82.15,6.74,50.22,watermelon
106.97,17.67,49.46,29.79,91.61,6.21,22.22,muskmelon
104.2,16.23,52.34,28.13,94.04,6.54,21.09,muskmelon
104.36,20.73,54.09,28.07,92.43,6.62,26.37,muskmelon
95.17,17.15,53.28,29.64,94.03,6.57,26.14,muskmelon
99.6,19.25,47.27,29.07,94.25,6.45,26.14,muskmelon
98.5,18.31,49.37,27.37,98.27,6.35,24.38,muskmelon
94.97,16.52,49.14,28.24,91.43,6.28,28.22,muskmelon
101.8,17.99,51.22,29.03,89.69,6.69,23.49,muskmelon
97.31,19.18,51.72,29.42,92.98,6.26,27.09,muskmelon
103.28,17.72,47.9,28.12,90.08,6.19,24.6,muskmelon
94.65,19.79,50.17,26.19,96.4,6.53,23.18,muskmelon
108.6,19.53,44.95,29.15,91.52,6.24,26.18,muskmelon
95.52,19.38,53.6,27.65,90.73,6.21,25.72,muskmelon
101.1,17.31,48.72,26.96,90.99,6.11,25.59,muskmelon
103.96,16.38,50.14,26.26,94.29,6.3,24.9,muskmelon
97.15,17.08,49.23,29.4,91.86,6.38,24.61,muskmelon
104.26,18.29,52.87,28.81,90.52,6.45,30.67,muskmelon
93.85,18.82,42.91,28.51,96.91,6.59,27.66,muskmelon
107.26,14.74,49.96,29.9,89.93,6.51,26.51,muskmelon
100.07,17.99,49.74,29.25,92.4,6.36,24.98,muskmelon
97.02,18.24,48.87,30.09,94.11,6.36,27.22,muskmelon
98.5,17.58,54.32,27.5,87.78,6.5,25.99,muskmelon
104.04,19.94,47.78,28.67,93.63,6.65,24.77,muskmelon
97.08,18.63,51.93,27.31,89.38,6.43,23.94,muskmelon
96.25,19.97,50.89,28.5,94.58,6.31,24.5,muskmelon
16.24,141.4,205.0,23.01,92.97,5.38,108.13,apple
21.32,132.28,198.76,22.55,92.53,6.41,106.66,apple
20.27,132.42,205.0,21.48,94.51,6.01,114.65,apple
23.39,131.27,188.1,22.03,94.86,5.93,109.63,apple
21.03,130.42,167.39,22.39,89.39,6.14,117.06,apple
19.22,135.98,201.78,21.32,94.71,6.37,117.18,apple
20.93,123.97,201.9,22.01,89.02,6.07,118.89,apple
19.43,142.58,182.18,23.12,93.93,6.09,108.86,apple
21.71,129.54,189.26,23.74,94.02,5.93,114.84,apple
21.44,138.84,205.0,22.26,87.01,5.87,115.55,apple
22.44,125.49,195.96,23.21,92.56,5.8,110.56,apple
19.81,138.48,205.0,21.07,91.0,5.73,109.22,apple
21.05,138.5,192.53,23.13,90.2,5.76,119.96,apple
18.95,136.57,178.2,21.96,96.04,5.63,113.73,apple
22.05,127.34,197.31,22.85,90.49,5.88,115.57,apple
21.78,135.67,196.36,22.4,90.07,5.56,108.99,apple
21.74,126.07,195.02,23.66,92.51,5.94,107.2,apple
21.0,132.31,197.86,21.9,94.2,5.89,110.13,apple
21.62,140.9,201.63,23.1,91.91,5.93,112.14,apple
23.41,139.34,197.51,22.38,95.53,5.8,107.9,apple
20.57,134.1,186.42,22.47,93.77,6.52,112.66,apple
21.21,127.47,203.84,22.45,86.27,6.17,105.09,apple
19.37,138.33,179.6,21.92,90.83,5.65,107.65,apple
19.7,134.13,178.6,22.59,90.74,5.95,115.72,apple
21.15,118.45,205.0,22.55,93.63,5.78,115.42,apple
98.04,71.17,50.6,26.27,79.38,5.65,107.65,banana
94.91,71.36,53.13,28.53,79.31,5.69,106.07,banana
94.86,73.87,51.97,27.5,76.07,5.81,106.03,banana
98.13,68.29,52.42,27.72,79.6,6.16,103.46,banana
103.22,72.48,50.82,25.57,82.17,5.9,99.51,banana
104.64,77.0,46.53,26.42,77.33,5.65,99.91,banana
97.52,65.0,49.51,28.13,82.93,6.15,107.57,banana
94.23,78.6,52.65,27.64,81.58,6.05,104.68,banana
101.34,77.1,49.87,27.28,78.63,6.01,104.02,banana
95.88,71.32,51.26,27.86,80.06,6.04,102.83,banana
97.41,74.98,49.2,28.74,84.26,6.38,103.32,banana
106.63,73.01,47.43,27.22,82.17,6.34,108.98,banana
104.14,77.49,49.69,27.46,80.42,5.76,103.2,banana
100.79,76.59,50.77,27.56,79.83,6.22,98.99,banana
93.64,67.89,48.36,29.37,80.58,5.98,107.71,banana
101.06,75.14,49.41,25.67,79.17,6.0,103.74,banana
105.31,72.25,47.65,27.96,75.32,5.56,104.73,banana
98.12,73.3,52.8,27.31,85.33,5.87,111.33,banana
106.76,70.34,49.26,27.87,80.77,5.74,104.51,banana
106.46,79.38,53.63,26.86,81.36,6.07,105.81,banana
108.32,76.8,53.82,27.36,80.26,6.11,99.67,banana
101.53,70.3,49.8,27.98,78.63,5.49,103.68,banana
102.94,68.13,47.48,29.96,79.95,5.9,107.15,banana
107.07,71.59,44.79,28.06,76.54,6.12,98.09,banana
102.24,74.59,46.32,26.7,85.89,5.86,105.44,banana
19.15,20.54,38.63,23.62,94.97,6.33,102.88,pomegranate
19.06,19.75,39.45,21.12,86.58,6.3,105.66,pomegranate
20.56,19.37,39.97,22.21,85.09,6.43,109.29,pomegranate
19.5,19.12,40.3,21.38,89.76,6.55,110.08,pomegranate
21.22,19.6,40.2,21.1,90.14,6.88,111.62,pomegranate
17.51,19.3,40.87,21.79,90.69,6.57,115.27,pomegranate
19.2,17.46,41.69,21.91,88.89,6.63,109.68,pomegranate
19.13,19.07,40.79,24.13,89.56,6.3,102.96,pomegranate
17.4,17.39,40.91,21.65,91.09,6.19,106.4,pomegranate
20.43,19.12,36.84,20.9,92.91,6.41,108.82,pomegranate
22.49,18.28,40.1,22.02,84.82,6.42,116.39,pomegranate
18.97,22.81,40.96,20.14,89.1,6.18,101.49,pomegranate
19.76,18.94,41.46,21.73,90.68,6.36,112.67,pomegranate
19.13,16.89,38.62,21.81,87.62,6.48,108.27,pomegranate
17.93,18.8,38.68,22.44,94.78,6.47,111.1,pomegranate
16.27,19.78,38.85,22.58,88.38,6.5,107.06,pomegranate
17.94,21.51,41.07,21.4,89.99,6.46,103.88,pomegranate
16.91,18.12,42.07,21.68,91.6,6.3,110.73,pomegranate
21.56,16.63,39.19,21.19,88.5,6.3,110.31,pomegranate
18.83,20.23,41.82,20.9,85.11,6.16,111.68,pomegranate
18.48,16.93,40.25,22.05,88.94,6.76,107.44,pomegranate
20.33,18.35,39.75,20.78,92.88,6.4,104.92,pomegranate
17.32,18.61,39.58,21.47,89.19,6.36,100.8,pomegranate
17.85,18.9,41.49,21.0,87.81,6.21,111.02,pomegranate
19.1,20.03,40.65,22.24,92.6,6.99,109.32,pomegranate
21.55,138.21,197.91,23.79,83.41,6.15,66.29,grapes
22.19,123.22,196.87,23.39,82.82,6.51,68.49,grapes
22.3,124.6,205.0,23.97,82.31,5.55,71.09,grapes
20.78,127.84,205.0,24.18,84.76,6.12,69.85,grapes
21.77,133.53,197.43,22.4,80.57,5.89,67.23,grapes
21.3,128.74,205.0,23.37,84.1,5.88,69.62,grapes
22.38,137.38,198.71,23.6,77.89,5.88,65.34,grapes
21.89,139.83,191.48,24.0,79.68,5.82,72.8,grapes
20.56,136.99,192.41,24.75,77.46,6.34,69.03,grapes
26.03,143.76,190.21,23.18,81.22,6.17,72.71,grapes
24.88,135.77,197.28,23.4,81.79,6.0,68.13,grapes
21.83,124.91,205.0,23.39,82.18,6.27,68.14,grapes
23.41,142.07,191.95,23.16,82.05,5.7,67.47,grapes
23.63,128.98,201.88,23.52,79.62,5.73,72.04,grapes
24.79,139.05,193.43,24.42,81.43,5.56,67.62,grapes
21.77,143.47,197.4,22.96,78.22,5.86,71.39,grapes
24.64,136.04,184.9,24.14,85.25,6.03,68.54,grapes
22.18,123.05,197.79,22.44,81.15,6.02,64.1,grapes
21.0,126.89,198.06,23.35,80.7,6.03,68.01,grapes
24.09,141.8,205.0,23.54,85.8,5.72,66.32,grapes
24.94,131.88,202.23,25.14,78.85,6.16,69.69,grapes
26.88,133.53,188.02,23.58,79.13,6.05,66.29,grapes
21.2,138.05,205.0,22.04,79.21,6.15,72.18,grapes
24.05,137.63,202.1,22.2,81.73,5.62,69.35,grapes
22.39,134.85,201.98,23.83,82.96,6.06,69.11,grapes
20.98,16.34,12.46,23.36,90.51,6.81,101.85,orange
21.45,17.17,9.73,23.23,95.29,7.08,107.55,orange
19.97,19.56,9.97,22.93,92.24,6.97,111.35,orange
18.84,15.34,9.28,21.69,91.7,7.13,104.54,orange
17.34,18.46,11.65,22.41,91.9,6.99,110.57,orange
18.97,19.1,12.94,23.47,95.77,6.71,118.9,orange
19.07,16.06,10.68,21.96,90.13,7.02,115.02,orange
20.16,16.58,10.12,20.77,95.84,7.21,117.76,orange
19.48,15.45,10.06,22.62,92.78,6.99,112.23,orange
21.03,16.69,6.42,22.69,91.76,7.16,115.66,orange
19.08,16.95,11.12,22.91,99.12,6.79,107.3,orange
19.91,17.99,10.2,23.38,89.28,6.99,107.65,orange
21.78,18.64,10.64,23.31,91.22,6.88,98.39,orange
20.51,15.88,8.93,23.01,88.79,7.15,115.74,orange
19.91,14.05,9.42,23.76,94.83,7.01,117.31,orange
19.1,16.97,9.38,21.58,96.87,7.14,108.05,orange
19.05,17.44,11.53,23.2,96.82,7.22,109.38,orange
18.72,17.37,9.43,23.3,95.59,7.14,107.17,orange
19.19,16.51,13.12,21.81,91.65,7.05,112.19,orange
21.13,17.19,10.65,21.6,91.19,6.8,115.47,orange
19.67,19.27,8.09,22.2,87.58,7.0,102.8,orange
17.98,17.57,9.81,22.27,97.83,6.89,112.31,orange
22.65,16.44,9.02,23.4,93.5,6.93,109.28,orange
20.48,16.25,6.71,22.31,90.84,6.93,111.0,orange
17.89,16.75,12.4,22.11,95.87,6.8,112.53,orange
49.53,58.71,49.56,33.72,92.33,6.46,142.34,papaya
49.74,59.97,50.21,33.88,91.8,6.26,135.57,papaya
49.47,61.81,49.67,35.06,92.56,6.65,150.53,papaya
52.43,56.61,52.82,34.06,90.73,6.73,134.87,papaya
51.05,60.08,47.81,33.2,91.45,6.69,141.48,papaya
50.55,56.82,47.99,32.74,86.62,6.67,136.65,papaya
46.82,61.55,52.53,33.35,95.1,6.71,145.85,papaya
49.05,59.45,49.89,32.68,93.23,6.9,140.71,papaya
52.25,59.88,53.45,33.75,90.26,6.66,139.64,papaya
50.09,56.69,48.32,33.13,97.66,6.59,147.47,papaya
51.65,61.09,49.86,32.19,92.64,6.64,142.77,papaya
54.42,65.15,47.69,34.97,89.53,6.82,145.55,papaya
52.6,56.03,50.02,33.2,94.77,6.98,137.0,papaya
50.23,58.0,46.3,32.42,93.5,6.57,134.59,papaya
48.72,59.68,48.78,33.53,93.49,6.72,143.21,papaya
43.62,61.32,46.41,33.77,91.22,6.77,140.78,papaya
49.58,57.35,51.73,31.93,93.65,6.5,146.17,papaya
49.18,50.64,51.79,34.04,91.67,6.7,142.14,papaya
50.98,63.01,45.67,32.64,93.94,6.41,143.77,papaya
49.62,61.24,53.33,35.43,87.12,6.35,133.34,papaya
49.2,53.86,56.24,34.23,91.2,6.77,153.37,papaya
45.55,57.21,50.12,33.3,97.17,6.62,141.66,papaya
47.65,63.63,48.4,32.95,90.27,6.74,146.58,papaya
51.19,63.27,57.06,33.59,90.73,6.7,137.83,papaya
54.29,61.77,46.7,34.32,91.16,6.5,144.36,papaya
42.07,30.44,36.65,25.69,67.94,6.49,111.04,guava
46.02,29.64,39.78,25.12,66.6,6.0,118.09,guava
44.2,29.38,40.07,25.99,70.8,6.47,115.77,guava
45.07,32.73,40.32,24.72,68.28,6.71,120.43,guava
46.57,31.77,42.72,24.39,70.67,6.32,116.86,guava
42.23,30.21,39.53,24.06,64.95,6.42,110.55,guava
43.46,26.54,39.76,23.72,72.92,6.46,111.34,guava
46.03,29.46,37.79,25.09,71.41,5.92,115.47,guava
49.72,34.05,41.64,25.26,66.85,6.83,104.36,guava
44.69,29.65,40.37,24.99,66.89,6.32,122.7,guava
46.33,31.65,39.16,26.49,73.51,6.6,117.03,guava
44.76,32.16,36.19,26.48,68.45,6.48,120.64,guava
49.37,30.33,42.89,25.23,68.25,6.75,107.73,guava
41.07,28.74,37.54,24.06,65.24,6.58,120.72,guava
45.21,26.35,38.82,25.05,69.26,6.45,125.26,guava
41.34,31.03,40.72,25.02,69.52,6.32,108.92,guava
39.36,28.78,37.61,24.97,71.5,6.66,118.55,guava
45.67,30.26,37.01,24.94,67.06,6.13,115.01,guava
45.31,28.13,35.75,24.98,66.81,6.63,107.9,guava
44.36,29.6,41.44,25.19,70.95,6.28,117.27,guava
44.76,30.05,38.91,24.99,72.11,6.75,118.83,guava
51.97,30.4,45.85,25.67,66.7,6.53,112.23,guava
44.42,28.33,38.01,25.79,72.27,6.63,120.36,guava
46.15,31.8,38.16,24.77,70.08,6.52,107.33,guava
43.54,29.1,38.87,26.52,72.29,6.15,108.12,guava
40.27,48.4,66.1,16.09,78.1,5.85,80.07,strawberry
40.05,54.13,67.79,16.86,77.3,5.74,82.76,strawberry
38.57,51.56,66.7,14.79,74.18,5.82,78.28,strawberry
